instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation,source_file
CSAN3,MGLU3,1Year,1ms,spearman,6,0.1844280076018357,9.832740068435667,1.4495723247528076,2531894,2337273,2531894,2337273,4559170,,correlation_instrument_combinations_part_3_736975_backup.csv
B3SA3,BRAV3,1Year,1T,kendall,3,-0.2137736232960312,10.149396181106567,0.5853226184844971,4557170,2211028,130190,153297,88764,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,VAMO3,1Year,1ms,pearson,1,-0.6516352805688591,7.028432130813599,0.0668988227844238,2096459,1938079,2096459,1938079,3762210,,correlation_instrument_combinations_part_3_736975_backup.csv
BBSE3,ITSA4,1Year,1S,spearman,3,-0.5971915985390583,15.828785181045532,0.9914088249206544,2027918,3800661,9197816,7811781,2480025,,correlation_instrument_combinations_part_3_736975_backup.csv
RDOR3,SMFT3,1Year,1H,pearson,5,0.910285746232846,5.86968731880188,0.000927448272705,2306821,1640080,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,EQTL3,1Year,1S,kendall,9,0.6704663912208461,17.09747314453125,1.0765469074249268,3149833,2934890,9197785,9197573,2778740,,correlation_instrument_combinations_part_3_736975_backup.csv
COGN3,RAIL3,1Year,1ms,spearman,7,-0.4115918966048021,11.260761976242064,1.5724611282348633,2640596,3015133,2640596,3015133,5144436,,correlation_instrument_combinations_part_3_736975_backup.csv
BEEF3,CSAN3,1Year,1T,kendall,2,-0.1981745375731211,6.846501588821411,0.5799179077148438,1994111,2531894,153297,130190,88900,,correlation_instrument_combinations_part_3_736975_backup.csv
BBSE3,SUZB3,1Year,1S,kendall,4,0.2636959554035673,14.316010236740112,0.9552583694458008,2027918,2157162,9197816,7811772,1831815,,correlation_instrument_combinations_part_3_736975_backup.csv
CPLE6,HYPE3,1Year,1H,pearson,3,0.8078024055109279,6.176164150238037,0.0009369850158691,3024581,1465959,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CSAN3,ENGI11,1Year,1S,spearman,3,-0.428357625321607,13.54145336151123,0.9020473957061768,2531894,1490072,7811390,9197810,1927164,,correlation_instrument_combinations_part_3_736975_backup.csv
ALOS3,TIMS3,1Year,1S,kendall,9,0.7723047454591959,13.394211769104004,0.9062623977661132,1494794,2024239,9197810,9197767,1883132,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,MRVE3,1Year,1D,spearman,9,,6.772785663604736,,3149833,1758559,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
RAIZ4,UGPA3,1Year,1T,pearson,9,-0.8021631612809206,5.800602436065674,0.0022876262664794,2328423,1794061,153297,130192,88953,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIG4,RAIZ4,1Year,1H,kendall,6,0.0896308853356625,8.350126266479492,0.5843441486358643,3095210,2328423,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,CXSE3,1Year,1D,kendall,9,,6.862006425857544,,3149833,1692802,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,KLBN11,1Year,1D,spearman,10,,4.736018180847168,,1692802,1706371,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
LREN3,RAIL3,1Year,1S,pearson,1,0.0177627945542215,16.10413694381714,0.0501642227172851,3132116,3015133,9197573,9197569,2868172,,correlation_instrument_combinations_part_3_736975_backup.csv
POMO4,SUZB3,1Year,1ms,kendall,7,-0.053293662264276,9.836711406707764,1.5755374431610107,2603793,2157162,2603793,2157162,4416751,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,VIVA3,1Year,1ms,spearman,3,0.6426713190262969,9.505459547042848,1.4800219535827637,3059464,1574493,3059464,1574493,4623408,,correlation_instrument_combinations_part_3_736975_backup.csv
BPAC11,LREN3,1Year,1T,kendall,2,0.341726743878525,9.08080005645752,0.5974240303039551,2880579,3132116,153293,153293,102383,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,RAIL3,1Year,1D,kendall,6,,6.398252964019775,,1704767,3015133,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
BRAV3,COGN3,1Year,1ms,spearman,4,-0.4856546884995424,9.799343824386597,1.433640480041504,2211028,2640596,2211028,2640596,4492881,,correlation_instrument_combinations_part_3_736975_backup.csv
LREN3,PETR3,1Year,1S,spearman,8,-0.3982738766350567,15.512257814407349,0.9748892784118652,3132116,2313747,9197573,7811392,2253268,,correlation_instrument_combinations_part_3_736975_backup.csv
ALOS3,ASAI3,1Year,1D,pearson,7,,6.275460958480835,,1494794,3149833,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
POMO4,RDOR3,1Year,1D,kendall,7,,6.6521852016448975,,2603793,2306821,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ABEV3,SBSP3,1Year,1H,kendall,1,0.1063483872559288,9.751778841018677,0.5683784484863281,4486771,2043096,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CYRE3,EQTL3,1Year,1T,spearman,1,0.8719302984937318,7.340023756027222,0.5803759098052979,1990807,2934890,153297,153293,102549,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,KLBN11,1Year,1S,pearson,8,-0.7969565878748427,12.036476135253906,0.0286929607391357,1490072,1706371,9197810,9197820,1665182,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,BEEF3,1Year,1T,kendall,7,0.3077234134820175,5.788601875305176,0.5784616470336914,1739149,1994111,153297,153297,102581,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,ITUB4,1Year,1H,spearman,7,0.9442616071277348,8.803592920303345,0.5830593109130859,1490072,4553920,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
RAIZ4,SMFT3,1Year,1ms,spearman,7,-0.6613221472905766,8.267858028411865,1.2811651229858398,2328423,1640080,2328423,1640080,3954170,,correlation_instrument_combinations_part_3_736975_backup.csv
CYRE3,RDOR3,1Year,1D,pearson,5,,5.927637577056885,,1990807,2306821,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
KLBN11,SUZB3,1Year,1ms,spearman,2,0.7480442825894332,7.792390823364258,1.21935772895813,1706371,2157162,1706371,2157162,3568863,,correlation_instrument_combinations_part_3_736975_backup.csv
CYRE3,VIVA3,1Year,1S,spearman,4,0.7667188179896014,13.88326382637024,0.8902139663696289,1990807,1574493,9197784,9197570,1867239,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIN3,RENT3,1Year,1S,spearman,4,0.0730408504716065,14.702321529388428,0.9607663154602052,1433386,3085387,9197565,9197767,2220808,,correlation_instrument_combinations_part_3_736975_backup.csv
CPLE6,CSAN3,1Year,1H,spearman,1,-0.325651742112286,8.100196361541748,0.5832581520080566,3024581,2531894,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,ITUB4,1Year,1H,kendall,8,0.4351896104514213,11.025151252746582,0.572589635848999,3149833,4553920,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
RADL3,RAIL3,1Year,1D,kendall,2,,7.926887035369873,,2764740,3015133,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,CMIN3,1Year,1T,pearson,10,0.5458908438479427,8.932006359100342,0.0023715496063232,4920259,1433386,130197,153293,88943,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,PRIO3,1Year,1H,kendall,6,-0.1080864088182434,6.543370008468628,0.5675482749938965,1739149,2583061,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
BPAC11,EQTL3,1Year,1ms,kendall,8,0.7390911436718484,12.181878089904783,1.8859336376190183,2880579,2934890,2880579,2934890,5748580,,correlation_instrument_combinations_part_3_736975_backup.csv
ABEV3,KLBN11,1Year,1S,spearman,10,-0.1296510897279523,17.40917420387268,1.0418221950531006,4486771,1706371,9197770,9197820,2857666,,correlation_instrument_combinations_part_3_736975_backup.csv
RAIL3,USIM5,1Year,1ms,pearson,6,0.5531213813688461,7.891654014587402,0.0899786949157714,3015133,1588823,3015133,1588823,4105078,,correlation_instrument_combinations_part_3_736975_backup.csv
SUZB3,VIVT3,1Year,1T,kendall,1,0.3010343290984114,6.504125118255615,0.5851936340332031,2157162,2100935,130197,153297,88995,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIG4,SMFT3,1Year,1ms,kendall,3,-0.047096342254623,10.071442365646362,1.610839605331421,3095210,1640080,3095210,1640080,4718087,,correlation_instrument_combinations_part_3_736975_backup.csv
PETR4,PRIO3,1Year,1D,pearson,9,,11.742878437042236,,5783697,2583061,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
SBSP3,VAMO3,1Year,1T,kendall,5,-0.4232795043993507,6.130906820297241,0.5808753967285156,2043096,1938079,153297,153297,102420,,correlation_instrument_combinations_part_3_736975_backup.csv
HYPE3,LREN3,1Year,1H,pearson,4,0.8541923388557741,6.431966304779053,0.0009336471557617,1465959,3132116,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIG4,PETR4,1Year,1T,pearson,10,0.1273850956789822,12.234880208969116,0.0023689270019531,3095210,5783697,153297,130197,88958,,correlation_instrument_combinations_part_3_736975_backup.csv
PETR3,SUZB3,1Year,1D,pearson,6,,6.125954389572144,,2313747,2157162,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,MULT3,1Year,1ms,pearson,4,0.8970625119403093,6.865628004074097,0.0770299434661865,2096459,1704767,2096459,1704767,3545630,,correlation_instrument_combinations_part_3_736975_backup.csv
RADL3,RDOR3,1Year,1ms,pearson,5,-0.4703605660286145,9.099205493927002,0.1201221942901611,2764740,2306821,2764740,2306821,5005384,,correlation_instrument_combinations_part_3_736975_backup.csv
B3SA3,BRAV3,1Year,1H,kendall,1,-0.2098642493406786,10.10085129737854,0.5841770172119141,4557170,2211028,2170,2555,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
MGLU3,VAMO3,1Year,1ms,spearman,8,0.1737797306481347,8.862252235412598,1.3787717819213867,2337273,1938079,2337273,1938079,4249874,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC4,SBSP3,1Year,1S,kendall,10,0.803344963280879,17.45311403274536,1.0537781715393066,4490500,2043096,7811393,9197778,2547849,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,WEGE3,1Year,1S,pearson,7,-0.8009514113838939,13.013481378555298,0.0343666076660156,1739149,2589087,9197783,7811390,1918994,,correlation_instrument_combinations_part_3_736975_backup.csv
CSNA3,CYRE3,1Year,1S,kendall,9,-0.2458814616416267,13.815752506256104,0.9616546630859376,1753841,1990807,9197573,9197784,1994629,,correlation_instrument_combinations_part_3_736975_backup.csv
BBSE3,PRIO3,1Year,1T,spearman,6,0.0251315280378218,6.9201765060424805,0.5783021450042725,2027918,2583061,153297,130197,88942,,correlation_instrument_combinations_part_3_736975_backup.csv
HYPE3,WEGE3,1Year,1H,spearman,9,-0.578774852879707,6.106199502944946,0.5615565776824951,1465959,2589087,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
CYRE3,PETR4,1Year,1D,spearman,9,,10.538490533828735,,1990807,5783697,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,RENT3,1Year,1ms,pearson,3,0.3673394891680727,11.29184889793396,0.1445865631103515,3059464,3085387,3059464,3085387,6096105,,correlation_instrument_combinations_part_3_736975_backup.csv
BRAV3,SBSP3,1Year,1T,kendall,4,-0.3902737683625946,7.056689977645874,0.5930428504943848,2211028,2043096,153297,153297,102418,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,VALE3,1Year,1D,spearman,6,,8.223849773406982,,1739149,4355401,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,MULT3,1Year,1ms,pearson,9,0.7967259069597543,8.662939548492432,0.115361213684082,3149833,1704767,3149833,1704767,4818907,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,HYPE3,1Year,1S,kendall,3,0.7334571373370834,14.976965427398682,0.9901165962219238,3149833,1465959,9197785,9197562,2331755,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,SMFT3,1Year,1D,kendall,10,,4.7113189697265625,,1704767,1640080,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,RAIZ4,1Year,1S,spearman,8,-0.7468204278284132,14.056968212127686,0.918440580368042,2096459,2328423,7811387,9197779,2058917,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,SUZB3,1Year,1H,spearman,8,-0.4505382026681384,7.8014750480651855,0.569664716720581,3149833,2157162,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
SBSP3,VBBR3,1Year,1D,pearson,2,,6.427171230316162,,2043096,2642833,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,TIMS3,1Year,1ms,spearman,1,0.8636643684890831,10.545489311218262,1.582082986831665,3059464,2024239,3059464,2024239,5049161,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,EQTL3,1Year,1T,kendall,3,0.6490166657565549,8.895560264587402,0.5934906005859375,3149833,2934890,153297,153293,102495,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC4,KLBN11,1Year,1T,spearman,8,-0.7550226300366508,9.8841233253479,0.5982038974761963,4490500,1706371,130190,153297,89048,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,HAPV3,1Year,1S,pearson,10,0.5413559934684619,16.301692962646484,0.055511474609375,3059464,3754418,9197768,7811762,2574977,,correlation_instrument_combinations_part_3_736975_backup.csv
B3SA3,BEEF3,1Year,1ms,spearman,5,0.1981293154268573,13.657975673675535,1.7893788814544678,4557170,1994111,4557170,1994111,6355714,,correlation_instrument_combinations_part_3_736975_backup.csv
CSAN3,ENGI11,1Year,1D,kendall,2,,5.531267166137695,,2531894,1490072,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
B3SA3,PETR3,1Year,1ms,kendall,2,-0.336884142947589,14.676244497299194,2.1163129806518555,4557170,2313747,4557170,2313747,6757012,,correlation_instrument_combinations_part_3_736975_backup.csv
RAIL3,UGPA3,1Year,1S,pearson,4,-0.6387457239197367,13.748812437057495,0.037348985671997,3015133,1794061,9197569,7811515,2043749,,correlation_instrument_combinations_part_3_736975_backup.csv
RENT3,TIMS3,1Year,1D,spearman,4,,6.915968656539917,,3085387,2024239,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
PETR4,UGPA3,1Year,1D,kendall,1,,10.498653411865234,,5783697,1794061,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
RAIZ4,USIM5,1Year,1ms,pearson,8,0.4820637224689792,6.742278099060059,0.0784363746643066,2328423,1588823,2328423,1588823,3571159,,correlation_instrument_combinations_part_3_736975_backup.csv
SUZB3,TIMS3,1Year,1T,pearson,2,-0.8073120082554459,5.811659574508667,0.0017504692077636,2157162,2024239,130197,153297,88972,,correlation_instrument_combinations_part_3_736975_backup.csv
B3SA3,USIM5,1Year,1T,spearman,1,-0.382677923109682,9.374465227127075,0.5847377777099609,4557170,1588823,130190,130197,88894,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,SBSP3,1Year,1D,spearman,10,,5.864056348800659,,2096459,2043096,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC4,ENGI11,1Year,1S,spearman,2,0.9537794211662076,16.571233987808228,0.9899866580963136,4490500,1490072,7811393,9197810,2462799,,correlation_instrument_combinations_part_3_736975_backup.csv
ALOS3,TIMS3,1Year,1S,kendall,5,0.7723047454591959,13.663439750671388,0.9008591175079346,1494794,2024239,9197810,9197767,1883132,,correlation_instrument_combinations_part_3_736975_backup.csv
COGN3,MGLU3,1Year,1T,pearson,6,0.4388835317138268,6.838396787643433,0.0023276805877685,2640596,2337273,130197,153293,88805,,correlation_instrument_combinations_part_3_736975_backup.csv
GGBR4,HAPV3,1Year,1D,kendall,10,,8.838477849960327,,2814658,3754418,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
CYRE3,RADL3,1Year,1S,kendall,10,-0.3270163943914557,15.649107933044434,1.0372884273529053,1990807,2764740,9197784,9197565,2357154,,correlation_instrument_combinations_part_3_736975_backup.csv
BEEF3,VALE3,1Year,1D,spearman,8,,8.569421291351318,,1994111,4355401,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
TOTS3,UGPA3,1Year,1S,kendall,9,0.4420786426594966,12.754675149917604,0.8831138610839844,1702042,1794061,9197563,7811515,1612197,,correlation_instrument_combinations_part_3_736975_backup.csv
BEEF3,PETR4,1Year,1D,spearman,3,,10.495803356170654,,1994111,5783697,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIG4,PETR3,1Year,1S,kendall,8,0.0768726530504439,15.696596145629885,0.9934365749359132,3095210,2313747,9197779,7811392,2275030,,correlation_instrument_combinations_part_3_736975_backup.csv
BPAC11,CSAN3,1Year,1H,kendall,3,-0.3221282710169189,7.951744556427002,0.5695977210998535,2880579,2531894,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
SMFT3,VIVA3,1Year,1S,pearson,9,0.7878457322077613,12.138019561767578,0.0308229923248291,1640080,1574493,9197937,9197570,1716292,,correlation_instrument_combinations_part_3_736975_backup.csv
HAPV3,VALE3,1Year,1ms,pearson,6,0.2553791832729086,14.831222772598268,0.1868298053741455,3754418,4355401,3754418,4355401,8025484,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,TOTS3,1Year,1T,pearson,3,0.9302207140267648,4.531670331954956,0.0024425983428955,1490072,1702042,153297,153293,102490,,correlation_instrument_combinations_part_3_736975_backup.csv
SMFT3,WEGE3,1Year,1H,pearson,9,-0.763838836790901,5.745965480804443,0.0008790493011474,1640080,2589087,2555,2170,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
RADL3,TIMS3,1Year,1H,pearson,3,-0.5438001032389792,6.827673435211182,0.0021746158599853,2764740,2024239,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CSAN3,GGBR4,1Year,1H,spearman,7,-0.0662597072070781,8.136639833450317,0.5759067535400391,2531894,2814658,2170,2555,1509,,correlation_instrument_combinations_part_3_736975_backup.csv
BBSE3,WEGE3,1Year,1ms,kendall,10,0.5273498106255681,9.604278564453123,1.580317497253418,2027918,2589087,2027918,2589087,4343799,,correlation_instrument_combinations_part_3_736975_backup.csv
BPAC11,MULT3,1Year,1ms,kendall,4,0.789100286706179,9.71108865737915,1.5685694217681885,2880579,1704767,2880579,1704767,4564347,,correlation_instrument_combinations_part_3_736975_backup.csv
ITUB4,POMO4,1Year,1T,pearson,2,0.5468087700310854,10.123668670654297,0.0023519992828369,4553920,2603793,130190,153297,88886,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,SMFT3,1Year,1S,spearman,4,0.9344825932398048,12.75887942314148,0.856698751449585,1490072,1640080,9197810,9197937,1647241,,correlation_instrument_combinations_part_3_736975_backup.csv
HAPV3,LREN3,1Year,1T,pearson,6,0.6075755961181685,9.48066759109497,0.0017197132110595,3754418,3132116,130197,153293,88766,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,VIVA3,1Year,1H,spearman,7,0.921890463566643,5.061360120773315,0.5682039260864258,1704767,1574493,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
HYPE3,PRIO3,1Year,1S,kendall,7,0.1853396550396695,13.592694520950316,0.9679291248321532,1465959,2583061,9197562,7811768,1825071,,correlation_instrument_combinations_part_3_736975_backup.csv
SMFT3,VALE3,1Year,1T,spearman,4,0.358609222319213,8.78784441947937,0.5871422290802002,1640080,4355401,153299,130190,89020,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,CMIG4,1Year,1T,spearman,7,0.020985517322682,12.561173677444458,0.5796773433685303,4920259,3095210,130197,153297,88952,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,RADL3,1Year,1D,pearson,5,,5.809704065322876,,1490072,2764740,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ASAI3,ITSA4,1Year,1ms,spearman,10,0.7400183691511082,14.154005765914915,1.7985756397247314,3149833,3800661,3149833,3800661,6350082,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,POMO4,1Year,1D,kendall,3,,5.847823619842529,,1704767,2603793,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIG4,VALE3,1Year,1S,spearman,8,0.4641296174758946,18.470022678375244,1.0562541484832764,3095210,4355401,9197779,7811393,2792262,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,USIM5,1Year,1ms,pearson,7,0.8593093377161316,11.941334009170532,0.1533915996551513,4920259,1588823,4920259,1588823,6480030,,correlation_instrument_combinations_part_3_736975_backup.csv
CSAN3,RADL3,1Year,1D,spearman,6,,7.217948913574219,,2531894,2764740,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,PETR4,1Year,1S,spearman,3,-0.7332556252600484,19.25191855430603,1.0639686584472656,2096459,5783697,7811387,7811787,2841693,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,MULT3,1Year,1D,pearson,6,,6.517888307571411,,3059464,1704767,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ENGI11,RDOR3,1Year,1H,kendall,5,0.8696490444111874,5.780998468399048,0.5565383434295654,1490072,2306821,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,SMFT3,1Year,1ms,pearson,6,0.9294943854849028,6.287344455718994,0.0722765922546386,1704767,1640080,1704767,1640080,3314549,,correlation_instrument_combinations_part_3_736975_backup.csv
CMIN3,KLBN11,1Year,1D,kendall,7,,4.32935643196106,,1433386,1706371,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
KLBN11,TOTS3,1Year,1H,pearson,2,-0.8507612555140713,4.740270376205444,0.0008692741394042,1706371,1702042,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,VBBR3,1Year,1T,pearson,5,-0.3406362007654415,6.036787748336792,0.0025503635406494,1692802,2642833,153297,153293,102623,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,ENEV3,1Year,1S,kendall,7,-0.0484626142963164,13.3835608959198,0.8947105407714844,1692802,2096459,9197780,7811387,1799950,,correlation_instrument_combinations_part_3_736975_backup.csv
PETR4,RAIZ4,1Year,1S,spearman,4,0.5099711440996479,19.48255014419556,1.0769877433776855,5783697,2328423,7811787,9197779,2937517,,correlation_instrument_combinations_part_3_736975_backup.csv
ABEV3,MULT3,1Year,1T,kendall,8,0.0947601199888534,9.507964611053469,0.6042983531951904,4486771,1704767,153297,153297,102593,,correlation_instrument_combinations_part_3_736975_backup.csv
MULT3,VBBR3,1Year,1D,pearson,8,,5.937312602996826,,1704767,2642833,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
HAPV3,MRVE3,1Year,1ms,kendall,1,0.6627196840786049,11.151598453521729,1.578857660293579,3754418,1758559,3754418,1758559,5226510,,correlation_instrument_combinations_part_3_736975_backup.csv
ENEV3,SUZB3,1Year,1T,spearman,9,-0.7387964930772677,6.626245260238648,0.5985031127929688,2096459,2157162,130190,130197,88951,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,VAMO3,1Year,1S,pearson,4,0.2530564151601143,12.847320556640623,0.0372540950775146,1692802,1938079,9197780,9197783,2093471,,correlation_instrument_combinations_part_3_736975_backup.csv
EQTL3,USIM5,1Year,1T,kendall,8,-0.1197916450703322,7.287486791610718,0.5974347591400146,2934890,1588823,153293,130197,88961,,correlation_instrument_combinations_part_3_736975_backup.csv
CSNA3,RADL3,1Year,1T,pearson,6,0.6528243548991671,6.25820255279541,0.0024456977844238,1753841,2764740,153293,153293,102367,,correlation_instrument_combinations_part_3_736975_backup.csv
VIVT3,WEGE3,1Year,1ms,kendall,6,0.1432953970991042,9.69162392616272,1.5999984741210938,2100935,2589087,2100935,2589087,4399215,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,CMIG4,1Year,1T,spearman,6,0.020985517322682,11.96576476097107,0.5820555686950684,4920259,3095210,130197,153297,88952,,correlation_instrument_combinations_part_3_736975_backup.csv
RADL3,TIMS3,1Year,1H,kendall,4,-0.3197663967214792,7.121573925018311,0.5625424385070801,2764740,2024239,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,SBSP3,1Year,1D,spearman,5,,5.201119899749756,,1692802,2043096,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
MGLU3,UGPA3,1Year,1T,kendall,7,0.2883657169224327,6.671615362167358,0.575922966003418,2337273,1794061,153293,130192,88726,,correlation_instrument_combinations_part_3_736975_backup.csv
CXSE3,GGBR4,1Year,1H,pearson,1,-0.0170990299235008,6.140464544296265,0.0009374618530273,1692802,2814658,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,CSNA3,1Year,1S,spearman,3,-0.31063116949088,13.374402046203612,0.8723495006561279,1739149,1753841,9197783,9197573,1832875,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,PETR4,1Year,1S,spearman,8,0.4867094509583815,22.92807555198669,1.2079918384552002,4920259,5783697,7811769,7811787,3514655,,correlation_instrument_combinations_part_3_736975_backup.csv
CSNA3,CXSE3,1Year,1H,spearman,10,0.6290785622098232,5.313525438308716,0.5681271553039551,1753841,1692802,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
KLBN11,VALE3,1Year,1S,kendall,8,-0.124500539159883,16.80002212524414,1.053609848022461,1706371,4355401,9197820,7811393,2361749,,correlation_instrument_combinations_part_3_736975_backup.csv
ELET3,MGLU3,1Year,1D,pearson,9,,7.319650888442993,,3059464,2337273,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
MRVE3,VBBR3,1Year,1S,kendall,1,0.6364323440132416,14.5475115776062,0.9760732650756836,1758559,2642833,9197788,9197570,2273077,,correlation_instrument_combinations_part_3_736975_backup.csv
LREN3,TOTS3,1Year,1S,pearson,5,0.5752280546519438,14.347373723983765,0.0427989959716796,3132116,1702042,9197573,9197563,2420415,,correlation_instrument_combinations_part_3_736975_backup.csv
CSNA3,TIMS3,1Year,1D,spearman,1,,5.161400079727173,,1753841,2024239,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
ABEV3,VIVA3,1Year,1D,pearson,1,,8.500009536743164,,4486771,1574493,0,0,0,,correlation_instrument_combinations_part_3_736975_backup.csv
BBAS3,UGPA3,1Year,1ms,spearman,6,-0.2360740493180171,14.015264511108398,1.8700051307678225,4920259,1794061,4920259,1794061,6668248,,correlation_instrument_combinations_part_3_736975_backup.csv
CPLE6,ELET3,1Year,1S,spearman,7,0.8573541797623663,16.88974142074585,1.0254676342010498,3024581,3059464,9197789,9197768,2640336,,correlation_instrument_combinations_part_3_736975_backup.csv
CSNA3,LREN3,1Year,1T,spearman,10,-0.2914948755581225,7.360183000564575,0.578089714050293,1753841,3132116,153293,153293,102296,,correlation_instrument_combinations_part_3_736975_backup.csv
BBDC3,SBSP3,1Year,1T,pearson,4,0.9340821166394334,5.313543319702148,0.0019018650054931,1739149,2043096,153297,153297,102546,,correlation_instrument_combinations_part_3_736975_backup.csv
HYPE3,RAIZ4,1Year,1H,kendall,7,-0.2658572105032882,5.800571203231812,0.5738983154296875,1465959,2328423,2555,2555,1738,,correlation_instrument_combinations_part_3_736975_backup.csv
ITUB4,VAMO3,1Year,1S,spearman,8,-0.5030817452444998,17.770097017288208,1.0623531341552734,4553920,1938079,7811389,9197783,2718655,,correlation_instrument_combinations_part_3_736975_backup.csv
