instrument1,instrument2,period,frequency,correlation_method,repeat,correlation_value,execution_time_seconds,correlation_time_seconds,len1_raw,len2_raw,len1_resampled,len2_resampled,len_corr_matrix,weighted_correlation
COGN3,RADL3,1Year,1H,kendall,7,-0.20642851112031568,8.494019508361816,0.5639963150024414,2640596,2764740,2170,2555,1509,
HYPE3,TOTS3,1Year,1T,pearson,5,0.8170862555900118,4.525414705276489,0.002924203872680664,1465959,1702042,153293,153293,102542,
ASAI3,VIVT3,1Year,1S,spearman,4,-0.7075396710793151,16.194458484649658,1.0049405097961426,3149833,2100935,9197785,9197775,2485678,
CXSE3,EQTL3,1Year,1H,kendall,4,-0.0012744437572778143,6.83955454826355,0.5599477291107178,1692802,2934890,2555,2555,1738,
B3SA3,MULT3,1Year,1H,kendall,9,0.5235573384220946,9.297335147857666,0.5714781284332275,4557170,1704767,2170,2555,1509,
BBDC3,ENGI11,1Year,1S,spearman,10,0.9564488014062853,13.31165337562561,0.8517849445343018,1739149,1490072,9197783,9197810,1642763,
BEEF3,TIMS3,1Year,1T,pearson,8,0.3984732817544826,5.591761112213135,0.0018470287322998047,1994111,2024239,153297,153297,102125,
CSNA3,RAIL3,1Year,1D,spearman,2,0.619166984568341,7.066766262054443,0.5728321075439453,1753841,3015133,261,261,249,
CMIG4,SBSP3,1Year,1ms,kendall,2,-0.05331636163160474,10.959063529968262,1.8047337532043457,3095210,2043096,3095210,2043096,5102626,
GGBR4,MGLU3,1Year,1D,pearson,2,-0.1428615607671158,7.522941589355469,0.0015273094177246094,2814658,2337273,261,261,249,
ELET3,RDOR3,1Year,1H,kendall,3,0.7225216803285782,7.949552536010742,0.5967772006988525,3059464,2306821,2555,2555,1738,
KLBN11,VBBR3,1Year,1H,spearman,10,-0.5783304142287085,6.541919946670532,0.5581040382385254,1706371,2642833,2555,2555,1738,
ASAI3,BBAS3,1Year,1T,kendall,1,-0.2579665754327077,11.704771995544434,0.5814609527587891,3149833,4920259,153297,130197,88928,
EQTL3,RADL3,1Year,1T,pearson,6,-0.5795761272991465,7.877359390258789,0.002259492874145508,2934890,2764740,153293,153293,102446,
PETR4,VIVT3,1Year,1H,pearson,7,0.8737738466310156,10.942898511886597,0.0010466575622558594,5783697,2100935,2170,2555,1509,
BBAS3,GGBR4,1Year,1ms,pearson,7,-0.2634600985265676,14.049679517745972,0.1707613468170166,4920259,2814658,4920259,2814658,7257924,
TOTS3,USIM5,1Year,1T,spearman,6,-0.5540438549518294,5.385989427566528,0.6045920848846436,1702042,1588823,153293,130197,88987,
ALOS3,BBDC4,1Year,1H,pearson,10,0.9510623846458295,8.203842639923096,0.0011820793151855469,1494794,4490500,2555,2170,1509,
BRAV3,ENGI11,1Year,1D,pearson,5,-0.6440414759021572,5.1951634883880615,0.0014026165008544922,2211028,1490072,261,261,249,
ENEV3,EQTL3,1Year,1D,spearman,10,0.8737005277934975,7.430783033370972,0.561903715133667,2096459,2934890,222,261,216,
UGPA3,VIVT3,1Year,1S,spearman,9,-0.07664156485742259,13.188854217529297,0.8466100692749023,1794061,2100935,7811515,9197775,1661260,
CSNA3,RAIZ4,1Year,1S,spearman,7,0.5745695031328132,14.122575759887695,0.9447915554046631,1753841,2328423,9197573,9197779,2210726,
CPLE6,ENGI11,1Year,1H,pearson,9,0.968963119420974,6.168452501296997,0.0008602142333984375,3024581,1490072,2555,2555,1738,
B3SA3,BRAV3,1Year,1D,pearson,3,-0.43574020465057123,9.525267839431763,0.0015604496002197266,4557170,2211028,222,261,216,
CYRE3,UGPA3,1Year,1ms,kendall,6,0.5304771128261297,7.9050188064575195,1.2799108028411865,1990807,1794061,1990807,1794061,3485681,
